frame,input.bHandbrake,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
48,False,True,True,0.000000,1.000000,-2000.000000,-4319.080078,17.000000,0.000000,817.469971,8.389999,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
49,False,True,True,0.000000,1.000000,-2000.000000,-4312.270020,17.000000,0.000000,823.789978,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
50,False,True,True,0.000000,1.000000,-2000.000000,-4305.409668,17.000000,0.000000,830.059998,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
51,False,True,True,0.000000,1.000000,-2000.000000,-4298.489746,17.000000,0.000000,836.269958,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
52,False,True,True,0.000000,1.000000,-2000.000000,-4291.520020,17.000000,0.000000,842.429993,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
53,False,True,True,0.000000,1.000000,-2000.000000,-4284.500000,17.000000,0.000000,848.539978,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
54,False,True,True,0.000000,1.000000,-2000.000000,-4277.429688,17.000000,0.000000,854.599976,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
55,False,True,True,0.000000,1.000000,-2000.000000,-4270.310059,17.000000,0.000000,860.599976,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
56,False,True,True,0.000000,1.000000,-2000.000000,-4263.140137,17.000000,0.000000,866.549988,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
57,False,True,True,0.000000,1.000000,-2000.000000,-4255.919922,17.000000,0.000000,872.449951,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
58,False,True,True,0.000000,1.000000,-2000.000000,-4248.649902,17.000000,0.000000,878.299988,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
59,False,True,True,0.000000,1.000000,-2000.000000,-4241.330078,17.000000,0.000000,884.099976,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
60,False,True,True,0.000000,1.000000,-2000.000000,-4233.959961,17.000000,0.000000,889.849976,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
61,False,True,True,0.000000,1.000000,-2000.000000,-4226.540039,17.000000,0.000000,895.549988,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
62,False,True,True,0.000000,1.000000,-2000.000000,-4219.080078,17.000000,0.000000,901.199951,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
63,False,True,True,0.000000,1.000000,-2000.000000,-4211.569824,17.000000,0.000000,906.799988,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
64,False,True,True,0.000000,1.000000,-2000.000000,-4204.009766,17.000000,0.000000,912.359985,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
65,False,True,True,0.000000,1.000000,-2000.000000,-4196.409668,17.000000,0.000000,917.869995,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
66,False,True,True,0.000000,1.000000,-2000.000000,-4188.759766,17.000000,0.000000,923.329956,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
67,False,True,True,0.000000,1.000000,-2000.000000,-4181.069824,17.000000,0.000000,928.739990,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
68,False,True,True,0.000000,1.000000,-2000.000000,-4173.330078,17.000000,0.000000,934.109985,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
69,False,True,True,0.000000,1.000000,-2000.000000,-4165.549805,17.000000,0.000000,939.429993,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
70,False,True,True,0.000000,1.000000,-2000.000000,-4157.719727,17.000000,0.000000,944.709961,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
71,False,True,True,0.000000,1.000000,-2000.000000,-4149.850098,17.000000,0.000000,949.940002,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
72,False,True,True,0.000000,1.000000,-2000.000000,-4141.929688,17.000000,0.000000,955.130005,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
73,False,True,True,0.000000,1.000000,-2000.000000,-4133.969727,17.000000,0.000000,960.269958,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
74,False,True,True,0.000000,1.000000,-2000.000000,-4125.969727,17.000000,0.000000,965.369995,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
75,False,True,True,0.000000,1.000000,-2000.000000,-4117.919922,17.000000,0.000000,970.419983,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
76,False,True,True,0.000000,1.000000,-2000.000000,-4109.830078,17.000000,0.000000,975.429993,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
77,False,True,True,0.000000,1.000000,-2000.000000,-4101.699707,17.000000,0.000000,980.399963,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
78,False,True,True,0.000000,1.000000,-2000.000000,-4093.530029,17.000000,0.000000,985.329956,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
79,False,True,True,0.000000,1.000000,-2000.000000,-4085.319824,17.000000,0.000000,990.209961,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
80,False,True,True,0.000000,1.000000,-2000.000000,-4077.069824,17.000000,0.000000,995.049988,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
81,False,True,True,0.000000,1.000000,-2000.000000,-4068.780029,17.000000,0.000000,999.849976,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
82,False,True,True,0.000000,1.000000,-2000.000000,-4060.449951,17.000000,0.000000,1004.609985,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
83,False,True,True,0.000000,1.000000,-2000.000000,-4052.079834,17.000000,0.000000,1009.329956,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
84,False,True,True,0.000000,1.000000,-2000.000000,-4043.669922,17.000000,0.000000,1014.009949,8.400000,-0.003353,0.003358,0.707102,0.707096,0.000000,0.000000,0.000000
85,False,True,True,0.000000,1.000000,-2000.000000,-4035.219971,17.000000,0.000000,1018.649963,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
86,False,True,True,0.000000,1.000000,-2000.000000,-4026.729980,17.000000,0.000000,1023.250000,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
87,False,True,True,0.000000,1.000000,-2000.000000,-4018.199951,17.000000,0.000000,1027.809937,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
88,False,True,True,0.000000,1.000000,-2000.000000,-4009.629883,17.000000,0.000000,1032.329956,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
89,False,True,True,0.000000,1.000000,-2000.000000,-4001.030029,17.000000,0.000000,1036.809937,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
90,False,True,True,0.000000,1.000000,-2000.000000,-3992.389893,17.000000,0.000000,1041.250000,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
91,False,True,True,0.000000,1.000000,-2000.000000,-3983.709961,17.000000,0.000000,1045.650024,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
92,False,True,True,0.000000,1.000000,-2000.000000,-3975.000000,17.000000,0.000000,1050.020020,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
93,False,True,True,0.000000,1.000000,-2000.000000,-3966.250000,17.000000,0.000000,1054.349976,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
94,False,True,True,0.000000,1.000000,-2000.000000,-3957.459961,17.000000,0.000000,1058.640015,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
95,False,True,True,0.000000,1.000000,-2000.000000,-3948.639893,17.000000,0.000000,1062.890015,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
96,False,True,True,0.000000,1.000000,-2000.000000,-3939.780029,17.000000,0.000000,1067.109985,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
97,False,True,True,0.000000,1.000000,-2000.000000,-3930.889893,17.000000,0.000000,1071.289917,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
98,False,True,True,0.000000,1.000000,-2000.000000,-3921.959961,17.000000,0.000000,1075.439941,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
99,False,True,True,0.000000,1.000000,-2000.000000,-3913.000000,17.000000,0.000000,1079.549927,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
100,False,True,True,0.000000,1.000000,-2000.000000,-3904.000000,17.000000,0.000000,1083.630005,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
101,False,True,True,0.000000,1.000000,-2000.000000,-3894.969971,17.000000,0.000000,1087.669922,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
102,False,True,True,0.000000,1.000000,-2000.000000,-3885.909912,17.000000,0.000000,1091.679932,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
103,False,True,True,0.000000,1.000000,-2000.000000,-3876.809814,17.000000,0.000000,1095.650024,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
104,False,True,True,0.000000,1.000000,-2000.000000,-3867.679932,17.000000,0.000000,1099.589966,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
105,False,True,True,0.000000,1.000000,-2000.000000,-3858.520020,17.000000,0.000000,1103.489990,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000100,0.000000,0.000000
106,False,True,True,0.000000,1.000000,-2000.000000,-3849.319824,17.000000,0.000000,1107.359985,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
107,False,True,True,0.000000,1.000000,-2000.000000,-3840.089844,17.000000,0.000000,1111.199951,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
108,False,True,True,0.000000,1.000000,-2000.000000,-3830.829834,17.000000,0.000000,1115.000000,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
109,False,True,True,0.000000,1.000000,-2000.000000,-3821.539795,17.000000,0.000000,1118.770020,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
110,False,True,True,0.000000,1.000000,-2000.000000,-3812.219971,17.000000,0.000000,1122.510010,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
111,False,True,True,0.000000,1.000000,-2000.000000,-3802.869873,17.000000,0.000000,1126.219971,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
112,False,True,True,0.000000,1.000000,-2000.000000,-3793.479980,17.000000,0.000000,1129.900024,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
113,False,True,True,0.000000,1.000000,-2000.000000,-3784.059814,17.000000,0.000000,1133.539917,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
114,False,True,True,0.000000,1.000000,-2000.000000,-3774.609863,17.000000,0.000000,1137.150024,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
115,False,True,True,0.000000,1.000000,-2000.000000,-3765.129883,17.000000,0.000000,1140.729980,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
116,False,True,True,0.000000,1.000000,-2000.000000,-3755.619873,17.000000,0.000000,1144.280029,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
117,False,True,True,0.000000,1.000000,-2000.000000,-3746.079834,17.000000,0.000000,1147.799927,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
118,False,True,True,0.000000,1.000000,-2000.000000,-3736.510010,17.000000,0.000000,1151.289917,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
119,False,True,True,0.000000,1.000000,-2000.000000,-3726.919922,17.000000,0.000000,1154.750000,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
120,False,True,True,0.000000,1.000000,-2000.000000,-3717.299805,17.000000,0.000000,1158.179932,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
121,False,True,True,0.000000,1.000000,-2000.000000,-3707.649902,17.000000,0.000000,1161.579956,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
122,False,True,True,0.000000,1.000000,-2000.000000,-3697.969971,17.000000,0.000000,1164.949951,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
123,False,True,True,0.000000,1.000000,-2000.000000,-3688.260010,17.000000,0.000000,1168.289917,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
124,False,True,True,0.000000,1.000000,-2000.000000,-3678.520020,17.000000,0.000000,1171.599976,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
125,False,True,True,0.000000,1.000000,-2000.000000,-3668.760010,17.000000,0.000000,1174.890015,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
126,False,True,True,0.000000,1.000000,-2000.000000,-3658.969971,17.000000,0.000000,1178.150024,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
127,False,True,True,0.000000,1.000000,-2000.000000,-3649.149902,17.000000,0.000000,1181.380005,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
128,False,True,True,0.000000,1.000000,-2000.000000,-3639.299805,17.000000,0.000000,1184.579956,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
129,False,True,True,0.000000,1.000000,-2000.000000,-3629.429932,17.000000,0.000000,1187.760010,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
130,False,True,True,0.000000,1.000000,-2000.000000,-3619.530029,17.000000,0.000000,1190.910034,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
131,False,True,True,0.000000,1.000000,-2000.000000,-3609.609863,17.000000,0.000000,1194.030029,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000200,0.000000,0.000000
132,False,True,True,0.000000,1.000000,-2000.000000,-3599.659912,17.000000,0.000000,1197.119995,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
133,False,True,True,0.000000,1.000000,-2000.000000,-3589.679932,17.000000,0.000000,1200.189941,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
134,False,True,True,0.000000,1.000000,-2000.000000,-3579.679932,17.000000,0.000000,1203.229980,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
135,False,True,True,0.000000,1.000000,-2000.000000,-3569.649902,17.000000,0.000000,1206.250000,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
136,False,True,True,0.000000,1.000000,-2000.000000,-3559.599854,17.000000,0.000000,1209.239990,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
137,False,True,True,0.000000,1.000000,-2000.000000,-3549.520020,17.000000,0.000000,1212.199951,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
138,False,True,True,0.000000,1.000000,-2000.000000,-3539.419922,17.000000,0.000000,1215.140015,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
139,False,True,True,0.000000,1.000000,-2000.000000,-3529.290039,17.000000,0.000000,1218.049927,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
140,False,True,True,0.000000,1.000000,-2000.000000,-3519.139893,17.000000,0.000000,1220.939941,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
141,False,True,True,0.000000,1.000000,-2000.000000,-3508.969971,17.000000,0.000000,1223.799927,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
142,False,True,True,0.000000,1.000000,-2000.000000,-3498.770020,17.000000,0.000000,1226.640015,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
143,False,True,True,0.000000,1.000000,-2000.000000,-3488.549805,17.000000,0.000000,1229.449951,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
144,False,True,True,0.000000,1.000000,-2000.000000,-3478.299805,17.000000,0.000000,1232.239990,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
145,False,True,True,0.000000,1.000000,-2000.000000,-3468.030029,17.000000,0.000000,1235.010010,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
146,False,True,True,0.000000,1.000000,-2000.000000,-3457.739990,17.000000,0.000000,1237.750000,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
147,False,True,True,0.000000,1.000000,-2000.000000,-3447.429932,17.000000,0.000000,1240.469971,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
148,False,True,True,0.000000,1.000000,-2000.000000,-3437.089844,17.000000,0.000000,1243.169922,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
149,False,True,True,0.000000,1.000000,-2000.000000,-3426.729980,17.000000,0.000000,1245.839966,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
150,False,True,True,0.000000,1.000000,-2000.000000,-3416.349854,17.000000,0.000000,1248.489990,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
151,False,True,True,0.000000,1.000000,-2000.000000,-3405.949951,17.000000,0.000000,1251.119995,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
152,False,True,True,0.000000,1.000000,-2000.000000,-3395.520020,17.000000,0.000000,1253.729980,8.400000,-0.003353,0.003358,0.707102,0.707096,-0.000300,0.000000,0.000000
